WARNING: kafka-python not installed. Using mock KafkaProducer.
WARNING: kafka-python not installed. Using mock KafkaConsumer.
Starting Network Anomaly Detection System
Starting traffic simulator
Mock KafkaProducer initialized with {'bootstrap_servers': 'localhost:9092', 'value_serializer': <function KafkaNetworkProducer.__init__.<locals>.<lambda> at 0x14a587100>}
Connected to Kafka at localhost:9092
Starting Kafka consumer for topic 'network_traffic'
Mock KafkaConsumer initialized with topics ('network_traffic',) and {'bootstrap_servers': 'localhost:9092', 'auto_offset_reset': 'latest', 'value_deserializer': <function NetworkAnomalyDetectionSystem.consume_traffic.<locals>.<lambda> at 0x14a587380>, 'group_id': 'network_anomaly_detector'}
Producing 10 packets per second to topic 'network_traffic'
Mock send to network_traffic: {'timestamp': '2025-05-15 23:01:52.740457', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 660, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.591573', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1483, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.604102', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.3', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1281, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.616597', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1086, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.629099', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1123, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.641601', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.4', 'src_port': 7024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 853, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.654105', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1469, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.666631', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.2', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1424, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.679112', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1237, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.690536', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.5', 'src_port': 6024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1143, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.700643', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 761, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.713138', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.2', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1124, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.725577', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.5', 'src_port': 4024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1466, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.737531', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1095, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.750027', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.4', 'src_port': 8024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1148, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.761533', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.5', 'src_port': 4024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1456, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.774037', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.5', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1312, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.786539', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1372, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.799037', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.1', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1222, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.811539', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 2024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1270, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.824015', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.1', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1490, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.835934', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.4', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1210, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.846969', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 512, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.858512', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1494, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.870012', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1165, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.882506', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.4', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1240, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.895008', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 807, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.906703', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.2', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1148, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.919209', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1020, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.931071', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.2', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1111, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.943571', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1040, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.954859', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1098, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.966585', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1185, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.977542', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1347, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.989256', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 550, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.001756', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1492, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.014256', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1148, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.026387', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.5', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1225, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.038909', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1197, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.051405', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.5', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1386, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.063908', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1284, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.076052', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.5', 'src_port': 3024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 767, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.088558', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 7024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1359, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.101064', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1104, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.113580', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 6024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1248, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.124202', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 8024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1496, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.136736', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.5', 'src_port': 4024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1014, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.149256', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 544, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.159670', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.3', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1196, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.172175', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1095, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.182996', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.1', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1377, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.194354', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1352, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.206847', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.2', 'src_port': 8024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1308, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.217638', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 407, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.230141', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1398, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.242644', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1274, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.254484', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.4', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1382, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.266997', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.4', 'src_port': 3024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 790, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.279518', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1357, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.292020', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1006, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.304529', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.1', 'src_port': 7024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1410, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.317025', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.4', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1487, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.327857', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.5', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 995, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.340388', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1185, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.352899', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1166, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.365398', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.4', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 509, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.377919', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1108, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.390423', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1124, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.402924', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.3', 'src_port': 2024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1157, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.415423', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1256, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.426393', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.2', 'src_port': 8024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1168, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.438917', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.2', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 746, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.451426', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.1', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1363, 'is_attack': True}
TCP 192.168.1.9 -> 10.0.0.1 (1363 bytes)
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.463921', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 9024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 972, 'is_attack': True}
UDP 192.168.1.8 -> 10.0.0.4 (972 bytes)
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.476423', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1365, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.488937', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1370, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.500628', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1117, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.510712', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.4', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1083, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.523197', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1483, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.535716', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.2', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1461, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.548234', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1067, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.560742', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.1', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1081, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.571672', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1005, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.584171', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.2', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1411, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.596710', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 7024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1477, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.609207', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.1', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1328, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.619478', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1437, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.631941', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 723, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.644444', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.2', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 225, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.656890', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1193, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.668150', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.1', 'src_port': 2024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1302, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.680648', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.5', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 795, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.693150', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.2', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1432, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.705667', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 529, 'is_attack': True}
ICMP 192.168.1.1 -> 10.0.0.3 (529 bytes)
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.715886', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1102, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.728426', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.2', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1380, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.740953', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1295, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.753472', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 2024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1235, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.764892', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1162, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:25.776455', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 86, 'is_attack': True}
